Year,Value,UNIT_MEASURE,SERIES
2000,0.0,Percent,ER_PTD_MOTN
2001,0.0,Percent,ER_PTD_MOTN
2002,0.0,Percent,ER_PTD_MOTN
2003,0.0,Percent,ER_PTD_MOTN
2004,0.0,Percent,ER_PTD_MOTN
2005,0.0,Percent,ER_PTD_MOTN
2006,0.0,Percent,ER_PTD_MOTN
2007,0.0,Percent,ER_PTD_MOTN
2008,14.28571,Percent,ER_PTD_MOTN
2009,14.28571,Percent,ER_PTD_MOTN
2010,14.28571,Percent,ER_PTD_MOTN
2011,14.28571,Percent,ER_PTD_MOTN
2012,14.28571,Percent,ER_PTD_MOTN
2013,14.28571,Percent,ER_PTD_MOTN
2014,14.28571,Percent,ER_PTD_MOTN
2015,14.28571,Percent,ER_PTD_MOTN
2016,14.28571,Percent,ER_PTD_MOTN
2017,14.28571,Percent,ER_PTD_MOTN
2018,14.28571,Percent,ER_PTD_MOTN
2019,14.28571,Percent,ER_PTD_MOTN
