Year,Value,UNIT_MEASURE,SERIES
2000,100.0,Percent,EG_ELC_ACCS
2001,99.4,Percent,EG_ELC_ACCS
2002,98.5,Percent,EG_ELC_ACCS
2003,100.0,Percent,EG_ELC_ACCS
2004,100.0,Percent,EG_ELC_ACCS
2005,100.0,Percent,EG_ELC_ACCS
2006,99.38728,Percent,EG_ELC_ACCS
2007,99.7,Percent,EG_ELC_ACCS
2008,100.0,Percent,EG_ELC_ACCS
2009,100.0,Percent,EG_ELC_ACCS
2010,100.0,Percent,EG_ELC_ACCS
2011,99.70578,Percent,EG_ELC_ACCS
2012,100.0,Percent,EG_ELC_ACCS
2013,100.0,Percent,EG_ELC_ACCS
2014,100.0,Percent,EG_ELC_ACCS
2015,100.0,Percent,EG_ELC_ACCS
2016,100.0,Percent,EG_ELC_ACCS
2017,100.0,Percent,EG_ELC_ACCS
