Year,Value,UNIT_MEASURE,SERIES
2000,0.66104,Percent,Proportion of population practicing open defecation [6.2.1]
2001,0.59606,Percent,Proportion of population practicing open defecation [6.2.1]
2002,0.53138,Percent,Proportion of population practicing open defecation [6.2.1]
2003,0.46701000000000004,Percent,Proportion of population practicing open defecation [6.2.1]
2004,0.40296,Percent,Proportion of population practicing open defecation [6.2.1]
2005,0.33923000000000003,Percent,Proportion of population practicing open defecation [6.2.1]
2006,0.27581,Percent,Proportion of population practicing open defecation [6.2.1]
2007,0.21270999999999998,Percent,Proportion of population practicing open defecation [6.2.1]
2008,0.14993,Percent,Proportion of population practicing open defecation [6.2.1]
2009,0.08747,Percent,Proportion of population practicing open defecation [6.2.1]
2010,0.02532,Percent,Proportion of population practicing open defecation [6.2.1]
2011,0.0,Percent,Proportion of population practicing open defecation [6.2.1]
2012,0.0,Percent,Proportion of population practicing open defecation [6.2.1]
2013,0.0,Percent,Proportion of population practicing open defecation [6.2.1]
2014,0.0,Percent,Proportion of population practicing open defecation [6.2.1]
2015,0.0,Percent,Proportion of population practicing open defecation [6.2.1]
2016,0.0,Percent,Proportion of population practicing open defecation [6.2.1]
2017,0.0,Percent,Proportion of population practicing open defecation [6.2.1]
2000,18.75907,Percent,Proportion of population using safely managed sanitation services [6.2.1]
2001,18.54498,Percent,Proportion of population using safely managed sanitation services [6.2.1]
2002,18.66326,Percent,Proportion of population using safely managed sanitation services [6.2.1]
2003,18.82021,Percent,Proportion of population using safely managed sanitation services [6.2.1]
2004,18.97643,Percent,Proportion of population using safely managed sanitation services [6.2.1]
2005,19.133229999999998,Percent,Proportion of population using safely managed sanitation services [6.2.1]
2006,19.289720000000003,Percent,Proportion of population using safely managed sanitation services [6.2.1]
2007,19.4456,Percent,Proportion of population using safely managed sanitation services [6.2.1]
2008,19.6013,Percent,Proportion of population using safely managed sanitation services [6.2.1]
2009,19.75685,Percent,Proportion of population using safely managed sanitation services [6.2.1]
2010,19.91232,Percent,Proportion of population using safely managed sanitation services [6.2.1]
2011,20.067610000000002,Percent,Proportion of population using safely managed sanitation services [6.2.1]
2012,20.22277,Percent,Proportion of population using safely managed sanitation services [6.2.1]
2013,20.39251,Percent,Proportion of population using safely managed sanitation services [6.2.1]
2014,20.594170000000002,Percent,Proportion of population using safely managed sanitation services [6.2.1]
2015,20.91505,Percent,Proportion of population using safely managed sanitation services [6.2.1]
2016,21.23535,Percent,Proportion of population using safely managed sanitation services [6.2.1]
2017,21.55497,Percent,Proportion of population using safely managed sanitation services [6.2.1]
2008,97.09766,Percent,Proportion of population with basic handwashing facilities on premises [6.2.1]
2009,97.10578000000001,Percent,Proportion of population with basic handwashing facilities on premises [6.2.1]
2010,97.1139,Percent,Proportion of population with basic handwashing facilities on premises [6.2.1]
2011,97.12205,Percent,Proportion of population with basic handwashing facilities on premises [6.2.1]
2012,97.13022,Percent,Proportion of population with basic handwashing facilities on premises [6.2.1]
2013,97.13837,Percent,Proportion of population with basic handwashing facilities on premises [6.2.1]
2014,97.14654,Percent,Proportion of population with basic handwashing facilities on premises [6.2.1]
2015,97.15502,Percent,Proportion of population with basic handwashing facilities on premises [6.2.1]
2016,97.1638,Percent,Proportion of population with basic handwashing facilities on premises [6.2.1]
